examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002a5c 00000004 b xNextTaskUnblockTime
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002a60 00000004 b xNumOfOverflows
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002a64 00000014 b xPendingReadyList
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002a78 00000004 b xSchedulerRunning
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002a7c 00000014 b xSuspendedTaskList
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002a90 00000014 b xTasksWaitingTermination
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002aa4 00000004 b xTickCount
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002aa8 00000004 b xYieldPending
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0023d0 00000020 t prvGetNextExpireTime
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0023f0 00000048 t prvInsertTimerInActiveList
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002438 00000070 t prvCheckForValidListAndQueue
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0024a8 00000040 t prvInitialiseNewTimer
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002878 00000016 t prvTimerTask
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002604 00000078 t prvSwitchTimerLists
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a00267c 0000002c t prvSampleTimeNow
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0026a8 00000060 t prvProcessExpiredTimer
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002708 00000074 t prvProcessTimerOrBlockTask
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a00277c 000000fc t prvProcessReceivedCommands
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002aac 00000004 b pxCurrentTimerList
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002ab0 00000004 b pxOverflowTimerList
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002ab4 000000a0 b ucStaticTimerQueueStorage.11828
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002b54 00000014 b xActiveTimerList1
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002b68 00000014 b xActiveTimerList2
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002b7c 00000004 b xLastTime.11777
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002b80 00000050 b xStaticTimerQueue.11827
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002bd0 00000004 b xTimerQueue
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002bd4 00000004 b xTimerTaskHandle
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002890 00000040 t prvTaskExitError
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0028d0 00000022 t prvPortStartFirstTask
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0028f8 0000000e t vPortEnableVFP
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002960 t pxCurrentTCBConst2
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002a40 t pxCurrentTCBConst
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002bd8 00000001 b ucMaxSysCallPriority
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002bdc 00000004 b ulMaxPRIGROUPValue
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10000004 00000004 d uxCriticalNesting
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002c14 00000044 t Board_LED_Init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002c58 00000040 t Board_TEC_Init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002c98 00000040 t Board_GPIO_Init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002cd8 00000030 t Board_ADC_Init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002d08 00000038 t Board_SPI_Init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002d40 00000024 t Board_I2C_Init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005a7c 00000008 t GpioButtons
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005a84 0000000c t GpioLeds
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005a90 00000012 t GpioPorts
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005aa8 00000004 t InitClkStates
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005aac 00000074 t pinmuxing
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002eb0 0000002c t Chip_UART_GetIndex
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005b20 00000008 t UART_BClock
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005b28 00000008 t UART_PClock
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a003018 00000014 t Chip_ADC_GetClockIndex
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a00302c 00000032 t getClkDiv
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0030f4 000000a4 t pll_calc_divs
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a003198 0000010c t pll_get_frac
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0032a4 0000004c t Chip_Clock_FindBaseClock
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a003518 00000022 t Chip_Clock_GetDivRate
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002be0 00000008 b audio_usb_pll_freq
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005b3c 0000006c t periph_to_base
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005ba8 00000048 t InitClkStates
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0037dc 00000014 t Chip_SSP_GetClockIndex
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0037f0 00000018 t Chip_SSP_GetPeriphClockIndex
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10000008 00000038 d i2c
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10000040 00000004 d ClockSpeed
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002be8 00000004 b callBackFuncParams
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002bf0 00000008 b tickCounter
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002bf8 00000004 b tickHookFunction
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002bfc 00000030 b tickerObject.11826
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0039e0 00000034 t gpioObtainPinInit
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002c2c 00000004 b g_hUsb
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a003d64 00000010 t clearInterrupt
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a003d74 0000005c t serveInterrupt
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10000044 00000048 d ultrasonicSensors
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005d34 00000003 t ultrasonicSensorsIrqMap
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004ab0 00000048 t std
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0051f8 0000002e t __sfputc_r
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10000090 00000060 d impure_data
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005dd4 t __init_array_end
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005dd0 b __preinit_array_end
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005dd0 t __init_array_start
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005dd0 b __preinit_array_start
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004e34 00000028 T putchar
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a00333c 0000001c T Chip_Clock_GetDividerSource
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000c5c 00000012 T _isatty_r
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004e5c 000000b8 T _puts_r
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W TIMER2_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000c6e 0000000a T _lseek_r
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000184 00000002 W DebugMon_Handler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W RIT_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:100000f8 00000004 B employee_signal_motorRotar
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a080000 A __top_MFlashA512
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W ADCHS_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000114 T __section_table_start
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W FLASH_EEPROM_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0029a8 0000002c T vPortExitCritical
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a00410c 0000005a T __floatdidf
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002c38 00000004 B poscGlobalMOTORES
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W I2C0_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004e04 00000030 T printf
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002df6 00000008 T __stdio_init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004f7e 00000024 T __sseek
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004b30 00000060 T __sinit
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004fac 000000a4 T __swbuf_r
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a00017a 00000002 W HardFault_Handler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a001658 00000052 T vQueueWaitForMessageRestricted
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004b04 0000002c T __sfmoreglue
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000000 A __vectors_start__
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0030d2 0000000c T Chip_ADC_SetResolution
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0051f6 00000002 T __malloc_unlock
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:100001a4 00000004 B acumulador
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002a44 0000002c T SysTick_Handler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000bb8 00000002 W initialise_monitor_handles
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W SDIO_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002d9c 0000001c T Board_UARTGetChar
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W ATIMER_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0029e0 00000064 T PendSV_Handler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a001216 000000cc T xQueueGenericSendFromISR
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000178 00000002 W NMI_Handler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005ddc R __exidx_end
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000150 T __data_section_table_end
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W I2C1_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002c3c 00000001 B bServicioDeMotores_WBM
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W UART1_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W GPIO5_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W CAN1_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002984 00000004 B pxCurrentTCB
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a000c52 0000000a T _fstat_r
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:53ff6cd2 A __valid_user_code_checksum
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a005ddc R _etext
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:10002c40 00000004 B Global_Queue_Handle
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W USB1_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W I2S0_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0020c8 00000018 T vTaskInternalSetTimeOutState
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W TIMER3_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0035ba 0000000c T Chip_Clock_GetBaseClocktHz
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W UART0_IRQHandler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001a8 00000012 T bss_init
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a002aa8 00000110 T xPortStartScheduler
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a00048c 00000028 T cleanInstrucciones
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a004c8c 00000016 T memcpy
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a001fd4 00000030 T vTaskPlaceOnEventList
examples_c/sapi/rtos_freertos/dynamic_mem/wire_bending_RTOS/out/wire_bending_RTOS.elf:1a0001ba 00000002 W SGPIO_IRQHandler
